4.92656099542439	4550	
6.66425838572763	7812	
5.08465518870591	2597,7178	
4.65964069255176	4538	
5.63009851904849	3852	
4.13163622110791	476,7009,23524,1938,811,93099,60,4549,4519,4478	
6.25703114320155	3868,9168	
5.99483983314037	6273	
6.68286174014394	6319,667	
7.99073340027833	3861	
5.19542531988481	23169,100288142,5547,56270,7039,57473,55806,56904	
5.94961985857066	378938,7316,4535,4508	
3.9858485203268	4513	
5.9418915125315	9473,64129,5876,117178,1629,10768,829,6280,6279,9181,8804,140609,29920,3422,8879,84458,143384,64787,4076,5702,80829,221092,25987,4312,283149,11331,10059,9119,55832,114882,390354,53373,9761,6249,1284,1241,55632,58533,22990,729082,51203,30844,1854,102,7284,1327,5430,6470,4077,9110,5705,25800,9388,147372,5725,2769,26065,11100,10155,790,550,65124,55660,9208,128866,83737,2686,10953,9334,1522,2114,3985,64866,9868,22820,53833,86,116984,23216,57587,2195,7204,10923,2533,8974,27089,10915,27430,3182,5514,7407,3459,196,346389,7419,6575,7381,11168,22949,9991,30011,392490	
4.1897980243634	3918,6188,441951,3309,4514	
6.28367564580019	5317	
