EntrezID	iPrEC_basal_01	iPrEC_basal_02	iPrEC_basal_03	iPrEC_4day_01	iPrEC_4day_02	iPrEC_4day_03	iPrEC_8day_01	iPrEC_8day_02	iPrEC_8day_03	iPrEC_11day_01	iPrEC_11day_02	iPrEC_11day_03	iPrEC_14Tday_01	iPrEC_14Tday_02	iPrEC_14Tday_03	iPrEC_17Tday_01	iPrEC_17Tday_02	iPrEC_17Tday_03	EMP_basal_01	EMP_basal_02	EMP_basal_03	EMP_4day_01	EMP_4day_02	EMP_4day_03	EMP_8day_01	EMP_8day_02	EMP_8day_03	EMP_11day_01	EMP_11day_02	EMP_11day_03	EMP_14day_01	EMP_14day_02	EMP_14day_03	EMP_17day_01	EMP_17day_02	EMP_17day_03
55092	19.48866085	28.90431982	32.18707711	29.23780378	48.61879984	21.1487662	19.13292944	26.51955051	29.04298689	25.7113301	30.07239814	62.76555161	25.90707058	110.088589	48.57826209	23.92054447	41.70299399	96.7073721	19.315049	31.11090413	33.46101188	19.69019424	37.26139555	30.5888752	21.04213352	30.3588724	25.13253877	53.2936862	44.99754675	27.65008001	40.62016364	51.5560748	51.04404091	35.43668315	102.0746257	96.97196742
23207	84.22877067	108.9746716	99.28037537	110.6643299	137.7166005	62.19406901	95.19139454	120.1971921	97.37586003	129.1131728	110.9787155	173.4357303	124.7032476	235.7541886	164.2972116	144.5882226	157.4826255	220.6717686	66.76447127	93.14339653	104.2337076	101.671898	104.1110131	63.80135763	85.27601479	82.95403465	68.32388852	139.2555371	142.5249807	84.908461	125.3271468	114.5814276	111.9328806	149.0761415	150.9609407	159.4901749
54751	138.0308002	132.1938768	137.980751	119.9052938	184.0254573	91.41275915	98.57177076	155.7733317	112.6552602	107.1861943	139.6053252	126.7549441	184.4932734	145.2749569	144.7756336	125.5828585	172.4733767	127.4747709	116.8378247	116.6185615	106.0926527	107.9314351	121.2593933	88.01009707	95.88451424	89.636443	105.0240528	116.0351919	117.1770177	111.8535815	104.9040219	136.7405181	133.2770663	104.6962347	133.5965216	137.0871433
440567	70.3479581	81.02784479	86.94937333	79.22990352	78.04307351	109.7092246	72.13722867	80.02309198	90.58501549	76.52181579	86.57380773	70.80793427	40.17051393	37.83777394	48.23973762	39.56720198	46.48727628	32.55700142	84.84044166	83.6776042	85.44508391	85.14185843	97.54231159	122.5940106	113.8373595	137.6230478	132.6532013	105.2566936	96.80694919	106.4488916	94.73014043	95.42884688	93.73241225	83.5821578	86.97853163	82.09053122
23013	238.4168367	81.38690467	82.01697252	206.5582666	72.98319841	64.21155	162.3256664	65.02166499	82.94531539	126.3862136	74.08219619	94.58541343	197.3012634	111.6904802	103.3063855	127.2212519	74.79427985	129.6085279	119.243095	67.83817837	75.75201301	271.9556149	91.61304116	59.98520166	176.7888946	87.10173638	64.74541446	224.2193789	87.96463651	71.98420264	229.3268237	89.80556011	103.8253993	215.1080634	96.52114032	92.44283466
1969	321.6461889	61.33939506	65.0065133	113.9213909	76.33811559	79.37744154	67.539917	88.19724415	68.93919854	103.7914083	60.08696475	104.8423652	199.0478075	135.055996	195.5543048	97.40249101	126.7834808	93.74764469	106.7794218	124.5698271	143.2715548	82.77174246	64.3500232	158.4301002	195.5577783	85.25831339	177.7586186	72.5885289	77.02636823	163.7856014	106.788074	144.4238208	165.2106154	103.1496622	61.24477542	67.20909502
54455	26.37354388	26.69011727	23.33405001	25.98074274	25.68436598	18.08776056	39.27997175	17.60229359	23.58605825	38.34438624	24.23141312	38.98807245	20.08525697	71.31177541	44.29028541	22.44599036	30.4599306	82.39055117	25.14600719	24.98969175	24.09989546	23.2757543	23.71708172	20.63109322	19.00203747	15.95713028	16.3111841	30.00680709	26.19944498	19.34722313	25.24629837	27.4483206	27.13524379	21.65201513	33.86843903	35.01990149
26099	219.7610246	203.8263215	205.263757	204.2101529	179.8455605	226.097007	216.0060409	213.4568373	186.8694898	195.7288917	186.2175423	211.0251276	159.6923474	197.8059394	182.1261673	153.0259489	172.7125908	194.4472072	215.5267921	182.248055	203.2889253	225.8902839	181.4240492	274.0477006	247.7842371	218.2151967	262.3104709	169.9276836	186.0160593	222.3755727	192.9269368	196.5923328	194.3313648	221.6305648	198.9086384	188.3633963
23400	39.14389145	42.30922176	35.09592887	30.22249666	45.3188813	46.54119929	39.88843947	88.75457271	41.10886245	37.84351617	64.36649833	36.65694704	61.18726108	30.71212016	41.69493111	97.07481232	90.26345926	25.94923792	47.08498738	37.2321165	39.03784719	74.81058367	74.69718141	73.81876706	56.24836246	50.69413229	58.33744927	59.48134265	56.13231087	55.77013306	51.47230383	56.90098105	51.87133493	43.90921081	42.47243046	46.42361076
6390	75.56714363	94.55243336	91.81853824	76.57880732	108.8973119	97.25649718	59.90026673	95.02451897	97.37586003	62.55310614	92.76178196	104.317862	45.29370991	82.41453828	71.54150561	45.5473381	74.87401789	72.61656766	85.93374632	109.4245593	107.2876889	74.38517824	91.43865086	115.2002084	89.18134151	107.7250311	107.7703235	68.39689066	108.5966994	110.6786489	81.91858604	112.5214116	107.4654929	100.5944554	91.43696356	99.07477906
55920	378.6130436	344.2785754	367.4638607	437.4308727	366.1259622	318.135881	546.3364057	267.7499276	392.6563322	518.1222582	370.2953179	447.9257471	401.0647398	505.369042	519.4093854	239.6969627	228.2900034	534.8158585	346.7233514	350.2974215	379.2248013	392.953074	374.8228994	367.0665024	382.9551724	386.4275447	357.5145251	349.6358564	329.9820095	345.9784799	326.0917404	349.4232456	365.1675796	359.4100028	392.0291372	385.8659354
8659	39.7546472	88.08935564	76.07279718	66.73187858	67.70332874	63.79414014	61.38763227	32.51083249	52.50778006	56.59831757	53.14718056	35.54966247	34.75622727	18.67031765	47.39342643	23.34710676	26.15407654	18.2401805	14.21296059	21.89753292	19.78448718	18.65706677	26.44919653	17.41121162	14.39724925	20.45047382	15.22931985	12.90758442	17.22613507	19.73886732	25.0955742	29.34130823	28.62437302	15.66745194	12.04558801	18.11653103
126917	396.5470535	263.7893204	265.3378695	461.2149928	401.1050987	137.7452535	342.7025418	142.7225546	185.7174715	365.6351489	239.7117121	202.9827449	737.1580398	283.866161	393.3654394	109.7723616	114.822775	383.869761	118.5871122	104.2499262	115.3873783	218.2937584	155.1492429	112.9343658	123.688109	89.11798028	102.7771039	226.2819311	142.7214765	81.77530746	305.5178913	323.2554755	329.3457486	193.2543214	215.6473127	220.0673256
23352	237.8060809	122.4394169	124.258559	161.4138857	122.3719792	108.1787218	182.4051012	132.9693049	130.2993295	165.2871221	130.6992688	151.5814296	168.2504134	182.2289288	152.900221	204.7991821	155.5689126	197.751089	158.9664976	126.0843538	148.5828266	284.474689	133.582975	102.6188191	218.1737002	145.1695606	123.0828637	204.7249344	139.1190528	136.840481	223.1471327	126.6631427	141.3845477	240.5256464	149.7876691	144.1234745
23065	134.8659749	86.47358621	85.55818336	123.0866092	76.83310337	89.32570985	128.251474	89.12612508	91.85829884	109.1340224	78.47739284	82.23044876	127.3812819	54.46429943	72.55707903	111.4926747	74.23611358	56.64780586	90.74428683	52.88222649	60.94684307	113.9478833	69.05856149	86.99643064	117.6843977	83.4148904	78.06066679	72.05625737	64.58163187	70.02598168	94.05188167	66.08753865	72.96733239	100.3254863	50.37245897	55.32012153
832	183.7264352	223.454928	221.5153853	178.7596293	231.4892857	257.9592929	179.3627626	277.6425095	212.577687	174.6923489	253.9961012	216.0370472	145.9528673	174.1642354	165.7077303	171.9493933	241.2075656	157.4161993	224.8563252	218.470487	215.2392867	210.2110552	230.3695953	261.9433309	191.5358747	213.6642462	241.7550501	155.9555561	217.9138836	216.5009098	171.2226564	227.492572	227.0094786	196.4147087	192.572972	204.7815025
440574	75.56714363	92.03901425	91.69206642	58.24837075	62.80844957	127.5882803	57.80443347	63.72123169	77.54901929	42.62960792	73.50388084	61.01720755	21.4242741	28.00547648	43.55681572	24.41206251	29.90176433	29.32195054	76.0211174	125.2008799	111.1383609	64.60085333	82.60287531	177.6301349	85.80061092	114.5802604	155.2891303	39.98689814	72.50696398	134.7256023	54.86359764	83.45848394	75.36648505	55.74385263	45.99224514	46.90887498
4681	144.3049275	212.922505	208.8682037	138.5387127	202.9999889	156.3895606	130.82056	214.153498	194.630455	99.50618664	210.0441347	145.8701724	109.6829685	115.1704506	131.1782339	108.6254862	175.8223743	97.80866601	132.9458467	156.5642051	164.1182964	141.477692	189.2134829	223.3643792	146.0125886	194.2506978	222.5311546	115.7690562	182.7411287	197.7019885	132.0343723	167.3067006	165.2933448	121.170594	150.1787597	145.3366351
55450	82.28545691	71.99150464	78.22281804	67.18635222	92.17772459	66.99428239	40.83494482	110.2117222	62.20898654	46.74787292	85.64850317	86.65958704	64.79678552	98.15726174	67.93057788	102.5634304	210.747635	113.7774278	134.5493602	382.8597471	338.8591362	182.9851076	346.9204503	230.579299	201.1534703	223.0541821	311.8265655	486.8953753	510.1686923	374.568506	404.3929464	419.4081118	408.6832449	409.6399882	684.0955375	587.8167299
1650	296.827296	312.8009932	300.0543829	269.7301017	300.18259	275.7687803	249.8774107	270.2114621	291.8244174	265.9063533	260.2997385	230.0820778	174.8290628	146.1035213	199.3909155	167.4438113	181.0850848	124.790367	258.6758827	185.8450561	235.0901648	281.0106734	244.9602509	260.3333901	313.4170414	303.9343658	296.3475847	193.6803003	237.4324701	284.6469993	238.0688255	261.6220254	249.6773347	226.2030401	164.4926727	185.2900562
50809	252.5752655	208.0153534	215.1917945	227.1610714	180.4505456	205.1569458	159.1481127	103.3844473	155.7649965	159.6105947	123.8751477	145.287391	123.7135393	163.282423	167.9081394	166.1330965	154.7715322	191.2121564	231.4890401	268.1343441	278.1778567	246.6743778	223.4521131	170.951862	224.7020075	240.0482378	170.1023485	177.7786886	192.9589123	201.5401016	198.1269206	202.4940001	249.346417	181.8231333	170.5936848	159.8136844
8672	144.0828345	62.47641799	75.94632536	131.2671346	65.06339391	88.63002675	142.1110166	69.85184581	76.45763356	128.4453461	79.05570819	71.04104681	100.076976	83.79547893	76.61937273	134.0205848	75.51192219	83.21652161	127.9166453	75.09528582	76.01757659	186.6922121	101.2626381	89.20264581	125.5533396	85.02788552	91.54235977	159.7479907	90.97757269	80.99201907	140.0227533	77.11140778	80.57843736	142.0157017	96.83401274	86.78141872
1889	107.604059	141.7688067	123.6261999	101.3476204	76.83310337	84.0385183	68.89206749	102.3626783	114.1710737	64.27832526	79.57619201	78.55892625	49.71828826	47.17293277	74.13685992	42.76206923	57.81007771	44.12058755	102.916412	94.46860746	123.8190221	134.3065718	107.5406892	106.0175831	157.9034341	129.0396095	127.4103207	107.9845852	116.9150232	129.555899	126.0054056	122.2090542	123.1013499	133.0724781	80.72108331	83.30369178
