EMP_basal_01	EMP_basal_02	EMP_basal_03	EMP_4day_01	EMP_4day_02	EMP_4day_03	EMP_8day_01	EMP_8day_02	EMP_8day_03	EMP_11day_01	EMP_11day_02	EMP_11day_03	EMP_14day_01	EMP_14day_02	EMP_14day_03	EMP_17day_01	EMP_17day_02	EMP_17day_03
57470	58.1638079422315	59.3820705524628	56.8306074780316	58.1589996554824	64.640673713934	59.388927292271	44.3575169233253	49.1387441369788	41.6101635321037	58.6164014280047	69.1010361291001	51.853691129024	54.863597641227	61.0210129421337	60.4751927202097	62.1318695136601	86.7438773214742	86.1343997499919
6146	183.310748088612	178.71415919721	153.628534701127	142.146186200808	218.278533989049	185.799093817988	158.544607137247	203.928668516887	210.547427472445	155.090614902019	174.946793839646	206.239831937644	152.683583545503	173.319720154071	169.016167889724	123.994769895226	159.721368341254	162.078250797168
23463	94.9717315146963	88.7891320587833	94.1422913596364	103.495064172713	88.067104925009	173.813978972861	127.476858753367	133.014490284037	141.807437317409	96.6738152949952	88.292129575381	129.242583629743	100.457658867796	91.5871955198996	96.9588589166701	99.6530634407406	76.4973056991901	85.6491355260483
11332	62.682800539247	111.885665344863	101.578071777323	58.0982274510357	83.4748268464111	177.570507506409	89.7642260997648	104.787075715316	144.636928437592	58.2837317263701	98.9029047914134	127.441020342783	65.4896515799812	94.9834380285402	95.4697296841615	85.5321840058178	93.6270704723216	103.927421294591
54626	35.5688449571541	53.7657004364488	54.0421898213992	74.9929002872155	120.503701986497	42.6336174839094	33.7490174751713	49.7148138220547	44.8557562876078	201.930508892161	140.429025081318	52.3236641604049	177.326985233252	140.916226055238	137.661724605238	130.584513631524	229.335480889596	222.331891936833
8718	22.0118671661077	37.2952217816211	35.9174750532887	12.7621629338049	18.8341531324772	17.2919567417255	15.1549992116486	28.1698076002141	24.3835558298128	13.1737201847275	22.5970212934024	34.3080312908044	8.81736390662577	15.7563381958247	22.916044300271	14.0536371518993	22.9961225721492	27.0939191701852
57449	54.8110069831555	46.8872246763866	56.6978256848586	62.7169149889841	42.6093649571166	42.3354802987072	65.341361985608	64.0013420119383	57.0891443660463	63.2737772508881	50.1064385201532	65.0129360076888	58.3302535361397	49.384706642037	57.3314754515805	71.2768200048482	52.0932572552767	54.5922251936568
9903	40.4522724410257	69.7944421158595	67.5859327250422	57.4905054065688	68.6516507699245	56.0497908180067	58.5216123403661	48.0442117353345	70.0715153880626	97.4722225789181	117.111519051025	64.5429629763079	76.1157055187353	63.1923811033958	65.9353332394079	118.21193355521	153.151047606354	166.44562881266
11315	172.596362415043	215.1890123102	197.512917344794	159.891669899241	193.515110425977	374.102539991675	181.218817496213	225.876923518281	315.238598919218	122.688585962816	172.261350729415	242.427755353972	131.506837752666	177.551104263197	171.167132336681	128.432760574774	168.012487363865	167.33527988989
54206	590.89472554846	376.044376644129	361.631213706586	363.843188022333	408.887139301989	230.937063657596	318.080118069102	244.887223125788	297.179787946285	342.583258743242	487.440673813046	323.18478791292	500.931776814885	574.521745027261	607.812915068921	249.603354583015	556.991118490728	464.559617055355
2023	1055.4763193126	1125.16718166887	1057.00946455344	863.573025187466	1192.59717798118	2618.18113300836	976.331679981208	1231.11852397582	2071.85326259051	820.163882409777	951.367345758464	1508.14345770125	802.154029248929	1006.79103743851	1007.23046698845	754.592900089062	843.191160978803	932.354328937001
22883	438.123620978388	394.029382071815	474.163783420679	663.389383740069	622.922175826004	448.040561921811	640.648447443191	611.958826456185	497.990437152217	591.752865267507	601.211763629393	534.437665518627	596.415538094328	601.134924029396	611.701196953804	643.844859949454	453.039258292136	472.40472200911
56998	69.3155154800278	90.9978169358675	90.9555283234851	69.3410852736733	79.5801099949421	83.0610197973228	78.8642843590791	103.980578156209	91.1262581353071	70.459442806194	92.8770324465061	93.7596197604861	84.9330694253611	90.1396167457249	103.494481659347	84.5907920434896	67.736878052657	70.7676993251107
23095	108.237161396258	84.3086570224126	88.8974105293041	162.808735712683	84.2305181758007	75.369080419107	176.439163898693	103.058866660088	82.0552424853085	165.203773831709	88.6196226376042	94.07293511474	189.008108357414	94.3153247481519	97.9516117383425	196.481950994497	90.3419101048717	81.362634881213
5226	124.418070372668	131.195881698799	133.047356759317	114.434060973117	143.697612788529	224.914692516512	123.163512823898	150.066152962286	181.253872345844	126.880224203411	129.425258190618	158.145925059667	121.106870067928	134.235093251354	125.086855530721	117.539510724976	132.892558673746	138.704690677217
23435	216.838757679372	190.01000471144	178.52512092106	221.514685208185	161.252903671271	219.250085997671	143.914204052155	166.887387766504	173.181500620616	163.207755621902	138.922556995091	140.365278705757	135.199579901595	113.801962092811	130.960643058949	131.660390159899	151.664903630603	140.322238090362
2475	86.8812770264912	67.4595466743706	67.9178872079747	110.483867684083	69.9305130196606	94.5094877090858	109.990321201465	79.5552235089891	90.6269361729219	87.7582672911897	68.5115486170983	79.9737441733135	101.889538476564	68.7599917732985	74.7873792326534	112.227370366124	63.5913185413512	66.0768118269891
26232	26.7495206952368	39.8825383519197	38.6395018133346	27.3474920010105	58.3626226697749	21.4658773345558	16.4956337572944	48.5626744519028	30.9579616678852	38.3235496282982	41.3951230650154	35.4829638692566	36.1738006425673	42.4251933046586	43.6811241535852	30.2590273605488	33.8684390263285	41.9753553711228
57085	47.595196223405	68.2799153430018	66.3908965864855	47.8884971039918	65.4544951455842	74.6535511746218	45.9313053029965	62.2731329567105	65.7440583807238	25.6821009661859	66.6775874686483	71.3575719313307	38.6607494367438	63.8048182770851	61.054298532852	38.5970704554555	36.8407269778308	38.4976284328602
5351	145.190858923465	149.307097690889	170.425431537508	191.31089959818	181.191528746702	229.565632605666	244.403506517087	232.386510959639	266.804368567849	105.722431179454	177.763234174766	204.203282134993	136.103924917659	176.381906022518	172.408073363772	160.305602727885	83.9280255779458	99.8026753910704
9927	226.751386601858	186.791635319118	209.928015006467	276.14889700576	220.196827363653	239.404159717337	262.647794029572	226.510600171865	206.802512754555	242.18354278994	213.197983507318	204.35993981212	264.596279283445	216.245998419021	219.97747940224	261.034542697001	201.020527246338	216.266089137538
55187	83.9657979316425	65.3139670794888	72.8308135553746	161.046341783729	83.3585666418897	42.991382106152	111.738974956655	69.9924667367283	52.5120263775149	151.032044542078	85.1481961780381	59.0599442768642	162.480654552865	74.1048980164051	76.9383436796102	148.269234066689	90.5765644168324	85.7300128967055
9249	36.2977147308663	35.9700108553706	40.8967922972751	42.358226499343	105.796786114532	22.2410340160814	43.3666131287175	65.614337130151	37.8652488142144	93.8793898012651	117.504510725693	43.9424784341125	65.6403757493252	106.731096542035	105.231799097273	69.9992166274028	219.558217891234	203.406587203032
10630	91.6918175329916	48.0231197560299	37.1789020884319	91.5229398967152	55.4561175567383	88.7256263161639	85.85889937984	65.2110883505979	78.2271074403549	24.1518203386671	38.4476855050064	72.2975179940924	38.8868356907598	40.0867968232995	39.8755716705077	34.2263220589318	14.7832216535245	12.7786245638486
7799	58.0180339874891	35.086536904537	36.5813840191535	70.1311239314803	36.6800945265219	29.6944636461355	64.0007274399622	43.0900124436813	28.2949112018305	52.4287449776023	30.7188492365384	33.9947159365505	59.2345985522039	31.1229436447562	35.9872897856241	46.1954484371044	27.141682083455	25.7998812396689
55092	19.3150490033726	31.1109041257855	33.4610118795887	19.6901942407276	37.2613955491292	30.588875201742	21.042133520789	30.3588724035027	25.1325387733906	53.2936862018521	44.9975467494709	27.6500800129086	40.6201636382162	51.5560748032991	51.044040914322	35.4366831533538	102.074625702907	96.971967418066
23207	66.7644712720352	93.1433965307492	104.233707640782	101.671898039312	104.111013148971	63.801357633263	85.2760147947765	82.9540346509372	68.3238885197143	139.255537104215	142.524980679547	84.9084610028128	125.327146809561	114.581427586598	111.932880643562	149.07614146297	150.960940694721	159.490174936135
54751	116.837824726062	116.618561510044	106.092652745204	107.931435097322	121.259393315887	88.0100970716787	95.8845142429305	89.6364429978182	105.02405275503	116.035191930125	117.177017663469	111.85358146865	104.904021863445	136.740518052811	133.277066309518	104.696234667499	133.596521609628	137.087143264072
440567	84.8404416600971	83.6776042003886	85.4450839068068	85.1418584298128	97.5423115935083	122.59401055513	113.837359462884	137.623047764645	132.653201340347	105.256693597166	96.8069491931848	106.44889160777	94.7301404327231	95.4288468821325	93.7324122462348	83.582157798138	86.9785316334349	82.0905312171284
23013	119.243094979312	67.838178367585	75.75201300518	271.955614898938	91.6130411629136	59.9852016626753	176.788894649732	87.1017363834841	64.7454144559534	224.219378901675	87.9646365131578	71.9842026398385	229.326823656942	89.8055601055307	103.825399266571	215.10806339199	96.521140319837	92.4428346612589
1969	106.779421848834	124.569827067547	143.271554833636	82.7717424563918	64.3500232026303	158.43010021643	195.557778288773	85.258313391241	177.758618609147	72.588528896655	77.0263682349021	163.785601436238	106.788073980245	144.423820777276	165.210615406647	103.14966215796	61.2447754217442	67.2090950161908
54455	25.14600719307	24.9896917521522	24.0998954608942	23.2757543030823	23.7170817223787	20.6310932159897	19.0020374730671	15.9571302766039	16.3111841045846	30.0068070874348	26.1994449778579	19.3472231251797	25.2462983651251	27.4483206026204	27.1352437923787	21.6520151335482	33.8684390263285	35.0199014945976
26099	215.52679208669	182.248055000545	203.288925347819	225.890283928347	181.424049155745	274.047700637829	247.784237110455	218.215196706771	262.310470906382	169.927683594919	186.016059342791	222.375572681721	192.926936760359	196.592332754265	194.33136484237	221.630564845264	198.908638438692	188.36339626078
23400	47.0849873818065	37.2321164994187	39.0378471928535	74.8105836738755	74.6971814050406	73.8187670560557	56.2483624586188	50.6941322866838	58.3374492720094	59.4813426522544	56.1323108650605	55.7701330571981	51.4723038309864	56.9009810464057	51.8713349323824	43.9092108143074	42.4724304648877	46.4236107572726
6390	85.9337463206654	109.42455933897	107.287688883761	74.3851782427486	91.4386508561314	115.200208362116	89.1813415147014	107.725031109203	107.770323548149	68.3968906560599	108.596699433221	110.678648890198	81.9185860384805	112.521411638734	107.465492946036	100.594455403069	91.4369635606883	99.074779055155
55920	346.723351354881	350.297421505548	379.224801302005	392.953073952298	374.8228993772	367.066502420904	382.955172386659	386.427544748949	357.514525067835	349.635856417894	329.98200949612	345.978479934893	326.09174037581	349.423245643094	365.167579571827	359.410002760296	392.029137182352	385.865935405832
8659	14.2129605873874	21.8975329242344	19.7844871827727	18.6570667651338	26.4491965286331	17.4112116158064	14.3972492510662	20.4504738201963	15.22931985275	12.9075844234199	17.2261350729415	19.7388673179971	25.095574195781	29.3413082303873	28.6243730248872	15.6674519444619	12.0455880139829	18.1165310272283
126917	118.587112182971	104.249926198372	115.387378267312	218.293758372511	155.149242933894	112.93436575458	123.688108950455	89.1179802812499	102.777103924296	226.281931051809	142.721476516881	81.7753074602736	305.51789126035	323.255475494551	329.345748589815	193.254321409371	215.647312691889	220.06732555843
23352	158.966497646625	126.084353840404	148.582826560555	284.474689014956	133.582974995162	102.618819146585	218.173700189233	145.16956063914	123.082863727963	204.724934385891	139.119052832425	136.8404809704	223.147132713837	126.663142740287	141.38454768651	240.525646374851	149.787669134917	144.123474511254
23065	90.7442868271657	52.8822264856151	60.9468430663937	113.947883337544	69.0585614857496	86.9964306419913	117.684397724302	83.414890398998	78.0606667862265	72.0562573740398	64.5816318704196	70.0259816757515	94.0518816706749	66.0875386517452	72.9673323929207	100.325486270975	50.3724589675648	55.3201215295722
832	224.856325190206	218.470486984725	215.239286733386	210.211055181101	230.369595259281	261.943330918621	191.535874651836	213.664246194671	241.755050121522	155.955556126269	217.913883603333	216.50090978946	171.222656374818	227.492571972225	227.009478555753	196.414708711473	192.572972015753	204.781502504206
440574	76.0211173981798	125.200879889571	111.138360885777	64.6008533268315	82.6028753125002	177.630134943449	85.8006109213336	114.580260361607	155.289130301811	39.9868981364708	72.5069639762216	134.725602329186	54.863597641227	83.4584839418416	75.3664850452956	55.7438526264331	45.9922451442983	46.9088749812162
4681	132.945846725101	156.564205144166	164.118296361792	141.477691951894	189.213482858683	223.364379153461	146.012588558384	194.250697807611	222.531154569691	115.769056168817	182.741128720559	197.701988534225	132.034372345371	167.306700630576	165.293344808453	121.170594008242	150.178759654852	145.336635071113
55450	134.549360227267	382.859747121989	338.859136177422	182.985107588984	346.920450292048	230.579299035353	201.153470305382	223.054182061409	311.826565509585	486.895375312302	510.168692331337	374.568506010563	404.392946350033	419.408111763771	408.6832449218	409.639988178807	684.095537469444	587.816729937034
1650	258.675882690451	185.845056086082	235.090164812745	281.010673361495	244.960250926725	260.333390118529	313.417041388594	303.934365846073	296.347584675643	193.680300291625	237.432470111837	284.646999339688	238.068825478896	261.622025378728	249.677334650606	226.203040090858	164.492672684455	185.290056175804
50809	231.489040130987	268.134344078017	278.177856697374	246.674377849115	223.452113090254	170.951861994921	224.702007541944	240.04823777115	170.10234851924	177.778688553494	192.958912261923	201.540101623835	198.126920602728	202.494000064362	249.346417043382	181.823133295386	170.593684795433	159.813684418764
8672	127.916645286487	75.0952858208615	76.0175765915259	186.692212060232	101.262638138195	89.2026458124873	125.553339622658	85.0278855172106	91.5423597706281	159.747990724903	90.9775726856114	80.9920190746388	140.022753320604	77.1114077781525	80.5784373590756	142.015701745509	96.8340127357846	86.78141871525
1889	102.916412048159	94.4686074569997	123.819022133795	134.306571827185	107.540689182354	106.017583057889	157.903434093677	129.039609457013	127.410320735302	107.984585150569	116.915023213691	129.555898983997	126.005405571609	122.209054204364	123.101349887376	133.072478103391	80.7210833144828	83.3036917769874
3339	135.059569068866	125.137774607368	154.093270977233	352.904191221929	198.223648709096	124.740598288585	314.466233641708	247.306715803107	182.418956924743	260.8795800218	182.806627333003	191.122366094892	333.778673012355	181.337079518731	205.913481095215	302.119577624323	148.770833783087	152.615598430267
998	389.216459162301	450.193083231955	406.046723522945	400.610371712581	435.685116444186	538.077991852865	434.307304330745	444.841010815651	520.959247421938	339.921901130165	451.481935580936	486.892060510594	383.216200557197	462.835474989012	479.830530474988	391.081118064337	411.27079076313	404.225098545032
23028	161.809089764103	170.384261946493	175.803094161014	165.300396094997	222.754551863125	252.820333051435	148.46070381565	193.040951468952	183.584041503642	165.004172010728	195.185865085041	174.20333696518	162.028482044833	202.215619530866	196.234141083909	156.674519444619	187.097704736669	176.312668032847
7798	125.657148987979	67.838178367585	69.5112687260503	199.94055262961	93.6475947420392	94.9865072054093	175.623125479605	82.262751028846	76.645921226135	130.672658802044	70.0180167033251	69.6343374829341	160.973412859424	91.6985477332976	90.1750479685754	129.710363952219	71.4131289400414	64.7827738964728
10236	219.462688864736	179.282106737032	177.396475679089	274.264958667912	213.337475296886	305.829124580379	230.764007226603	179.215279027129	229.771323024277	174.585059417803	121.172433022593	165.430507046071	156.903860287136	175.045679461741	180.515554740763	140.132917820852	148.849051887074	140.322238090362
55616	25.801989989411	50.989068019543	58.9551161687991	23.6403875297624	40.6910715825124	17.8286036750894	35.8474019813996	54.6690131137079	27.1298266229316	45.1100115416426	67.0705791433161	36.8928829633993	61.1186506690043	70.3745988675703	73.2155205983387	64.9560454006447	59.5239771340324	60.334518510323
3399	29.3005649032294	28.3342717088797	29.2783853946401	26.9220865698837	33.9479797202675	17.8286036750894	16.9036529668388	47.5833559872737	27.6291485853169	38.1904817476444	36.7447215814457	27.4934223357816	42.1274053316565	44.8749419994158	42.7711007337188	33.957352926838	46.3051175602459	43.5929027842682
6135	1519.54770423514	1416.01942733976	1369.71058747578	1280.53111989621	1868.06896625088	1446.68087747498	1332.35758453794	1772.73924188423	1683.04789454653	1739.99560742926	1717.63561274836	1592.1119726413	1419.67095105142	1641.44297770072	1516.26447630096	1284.52933259681	1696.15958495597	1897.62574773151
6924	94.4615226730978	61.5276501473445	68.1170598977341	84.6556807942392	72.4882375191328	103.870995324434	78.9225728175854	63.9437350434307	57.0059240389821	74.9172168080968	69.9525180908805	60.3915345324434	82.2200343771685	73.4367847360167	75.4492144471016	76.1855066655594	80.0171203786007	79.9877195800394
57095	53.4990413904736	76.420496747112	72.4988590724422	37.6787667569478	61.6760384986367	72.4473360041257	50.0114973984404	64.9230535080599	65.0782957642102	46.4406903481808	75.8473932108985	72.219189155529	52.2259246777065	74.2719263365022	77.1865318850283	53.1886458715424	73.2903634357271	82.8184275530438
2582	59.4757735349134	81.8475510165188	81.8599754911366	50.3193852818594	59.4089645104681	84.8498429085357	58.9879200084169	73.6217057527068	87.7974450527388	27.6781191759931	55.0843330659462	87.884956868225	44.840440379849	68.0918784929102	70.6509091423518	46.733386701292	29.6446614110358	42.2179874830946
55629	219.244027932622	200.864113250254	197.579308241381	209.603333136634	186.772018563732	192.298484455395	230.297699558552	221.671614817227	196.899293833915	145.576261435271	148.485354412009	187.049266489591	147.785048041822	164.856951935819	171.994426354742	138.182891613173	125.305402587017	114.603234221351
10772	132.654298815616	75.9156544894928	71.9677318997503	111.152361932996	72.7207579281757	106.07721049493	86.208630130878	74.3129893747979	80.9733782334738	67.3988815511563	49.1239593334835	70.9659277385133	77.3214988734876	55.6204305923281	65.6871450339898	58.8369976455115	53.1100926071064	45.2104501974136
57822	5.32074934809887	4.41736975416832	5.37766262350533	16.469267405053	15.3463469968332	1.31180361488952	7.16948039627991	7.43129893747979	4.90999929678824	56.221179576236	13.7547086133754	5.01304566806275	33.3100414250307	18.3731152106789	19.3586800226116	21.6520151335482	39.109051993451	33.4023540814522
57185	81.6334146557635	71.6876005819317	90.6235738405527	108.478384937342	59.9321354308147	65.6498081815164	143.331319467092	89.2331942182651	88.8793093045735	84.0323666328829	66.2845957939804	88.1199433839155	128.718440619802	70.3745988675703	84.9630956547954	134.686292895954	48.5734425758661	49.8204603248779
10250	151.167591067905	145.64699132315	144.400200075606	91.948345327842	95.3914978098612	79.2448638267351	105.793552189008	120.110529338336	103.692527522002	138.324061939639	121.303430247482	115.535036881134	116.509782902935	105.339193874559	130.546996049919	126.348249801047	201.098745350325	179.062498635194
25932	527.920377099728	307.512040172318	326.643211205509	607.418183444667	382.961113693702	206.132049848776	670.667003573957	375.309399826983	269.550639360968	451.366251177734	308.105472939608	289.19007197637	516.004193749288	346.19403145455	366.243061795306	448.77499689845	308.02289350042	276.03446605326
25949	93.1495570804159	99.4539247509897	98.7232632241039	85.3849472475995	121.085003009105	65.8883179296781	79.0391497345981	84.5094228006423	74.0660910871446	146.840406301483	137.023097234197	87.4933126754076	106.260539387541	112.076002785142	104.487234481019	110.680797856585	174.426371890791	163.534043468999
23585	139.141239801654	155.238994217915	171.952422158997	153.206727410106	161.427293978053	141.257398348785	159.185780180817	166.599352923966	153.29184245227	147.10654206279	187.784521878796	172.636760193911	146.805340941086	172.206198020091	167.361579853604	168.778130388839	160.894639901057	171.379148422754
164091	63.4845572903304	113.968139657543	111.204751782363	51.2309683485597	76.2085640638197	58.017496240341	57.8804392967964	101.503478510383	58.5038899261378	59.814012353889	100.212877040306	85.6917493884476	81.1649651917603	99.3818504577634	95.2215414787434	82.1700698546457	111.226143869375	105.949355561023
3925	365.673965471398	667.590780419239	604.223549833604	317.170135007275	449.636340986762	878.968049413019	560.734970830998	652.917381065085	750.480909465022	172.855176969303	353.299515526413	700.886447466023	281.100575826617	538.610656206388	549.157769188444	256.32758288536	251.236550005929	257.270916060774
83442	156.415453438633	286.245560070107	246.310226335861	121.240547871147	190.259824699376	300.760792431943	152.890626662132	245.924148558924	354.934694928845	88.4901406347857	184.051100969452	320.129963208945	108.521401927702	172.373226340188	179.10915491006	105.50314206378	143.843093231913	155.769815885901
55057	17.419987591721	30.4798513037614	36.1830386396346	14.8284178849924	17.3809005759589	13.4758007711378	22.9656526514983	30.4164793720103	25.8815217169685	22.089268188533	26.723433877415	24.4385976318059	22.4579012322605	23.4953170269894	28.3761848194691	28.7124548510096	23.2307768841099	23.130928007979
3151	83.8200239769001	131.953145085228	132.449838690039	60.3467990155632	63.8849823845445	134.221360778014	115.00312863301	146.782555757353	123.665406017412	32.2024271182228	81.0217835940255	136.448836777583	57.4259085200756	103.613234566889	112.429257054398	82.7080081188332	47.2437348080888	51.357130367366
6195	56.1229725758374	75.473917514076	73.428331624653	62.0484207400705	67.3146584179277	102.261054524342	67.556323408849	73.1032430361384	90.7933768270503	52.2291431566216	60.651715123741	86.6316954512094	49.889700052874	60.1858713416483	61.5506749436882	52.1127693431673	49.0427511997875	53.3790646337978
2810	711.595560075196	1033.15968021777	903.912057025	723.371549528952	766.910439125837	1333.98502146856	556.421624901529	780.401602372393	940.889017787929	445.977002011254	610.840059658756	887.935713955614	479.45358268336	861.977483914338	804.543432563666	422.281537387214	595.865516172219	654.378805987966
10726	100.511141794909	111.443928369447	106.756561711069	79.6723600296106	108.587031023047	228.134574116696	77.8733805644713	87.7930200055752	141.141674700896	69.062230059329	93.0080296713954	105.508945545008	65.1128411566211	95.8185796290256	97.1243177202821	69.730247495309	108.019201605912	109.669714611257
388610	99.8551589985679	154.607941395891	147.586963111757	66.6063360735723	101.378898342717	91.8858804793068	34.215325143222	62.3307399252181	61.3333810463209	49.2351158419108	94.5799963700669	72.2975179940924	60.3650298222841	108.345703636307	102.667187641286	49.7592894373468	62.183392669587	70.0398029891953
115572	0.947530705825827	1.45142149065531	1.72616331124862	0.48617763557352	0.058130102260732	0.536646933363894	0.174865375519022	0.172820905522786	0.249660981192622	0.0665339403269065	0.589487512001802	0.156657677126961	0.15072416934403	0.556761066990271	1.07548222347842	0.470695981164092	0.156436207973804	0.161754741314539
10163	98.3245324737724	52.5035947924007	66.1253330001396	174.537771170894	90.7410896290026	53.6646933363894	221.204700031563	116.19325547982	98.1167656087005	201.997042832488	116.915023213691	108.093797217603	261.506433811893	106.953800968831	114.662950903161	290.890116359409	112.321197325191	106.91988400891
27245	27.4055034915778	27.3876924758436	33.5274027761752	31.7230907211722	34.064239924789	15.8012708157147	30.3682868818035	30.2436584664875	20.8883020931161	59.2817408312737	38.1856910552278	25.2218860174407	47.7795616820576	30.2321259375717	32.1817373025466	68.4526441178636	43.8021382326651	42.2988648537519
2537	80.2485620857104	1032.71794324235	881.737497565114	244.182717466801	155.963064365544	140.5418691043	50.3029396909721	154.098640757817	132.819641994475	19.4279105754567	409.562823616363	93.6029620833591	26.2260054658613	259.840389964359	154.207604966445	203.071694730794	66.954697012788	66.966462904219
9473	2.62393118536383	19.6888480471502	18.7222328373889	10.3312747559373	21.915048552296	1.55031336305125	6.06199968465944	11.0029309849507	6.82406681926501	36.6602011201255	38.7751785672296	7.67622617922108	33.5361276790467	25.4439807614554	26.3906791761244	28.6452125679861	55.9259443506349	51.5188851086806
6118	57.8722600327467	61.0228078897253	59.8845887210099	50.7447907129862	64.7569339184554	83.5976667306867	48.0296898092248	68.897934335084	81.3062595417306	45.3096133626234	52.7918816303836	63.1330438821652	48.0810100207457	63.4150855301919	58.9860634877012	46.4644175691982	47.009080496128	49.3351961009343
22826	79.446805334627	93.8375546349757	93.2792097040121	80.2193098696309	95.9727988324685	133.028812037205	73.6183230935084	88.1962687851284	101.612019345397	64.4713881767724	86.9166587140435	87.4149838368442	63.4548752938368	86.1309370633949	91.9123654065021	72.016485118106	86.5874411135004	87.9137019044518
93974	124.126522463183	198.65542837317	188.483755409032	90.5505846255682	140.151676550625	152.467356512386	114.53682096496	153.752998946772	155.205909974747	83.1674254086332	160.864592164047	147.493203015034	100.156210529108	163.409373161645	167.527038657216	123.524073914062	141.183677696358	151.968579465009
83667	81.7063016331348	76.420496747112	76.4159219710448	54.8165284109144	66.6752272930596	57.4808493069771	75.949861433762	42.7443706326357	63.3306688958618	69.5279676416173	69.6905236411019	61.3314805952052	74.683825909967	106.675420435336	113.918386286907	60.3835701550506	88.6211118171599	87.1049281978791
65979	68.1493238420883	79.2602344462202	84.0508750784906	81.7993871852448	75.2203523253872	52.0547525362978	90.2305337678155	68.3794716185156	59.5857541779725	94.3451273835535	79.7773099575772	62.7413996893478	112.967764923351	87.3558114107735	97.2070471220882	119.624021498703	90.2636920008848	82.0096538464711
1104	116.983598680804	94.7210285858094	100.449426535353	118.688115284386	127.246793848742	160.099668453562	84.2851110001687	91.9983287066297	105.440154390351	183.301005600627	105.190771586099	88.198272222479	121.935852999321	100.049963738152	94.6424356661012	101.065151384233	180.605602105757	178.496357040593
51441	71.4292378237931	61.3383343007373	58.2248163063478	75.2359891050023	69.1166915880103	68.7504349076189	61.3194583486705	53.6896946490788	49.5993149302676	84.8973078571327	60.7172137361856	54.6735293173093	74.382377571279	71.989205961842	73.3809794019508	62.871534626918	80.9557376264435	85.8108902673628
