iPrEC_basal_01	iPrEC_basal_02	iPrEC_basal_03	iPrEC_4day_01	iPrEC_4day_02	iPrEC_4day_03	iPrEC_8day_01	iPrEC_8day_02	iPrEC_8day_03	iPrEC_11day_01	iPrEC_11day_02	iPrEC_11day_03	iPrEC_14Tday_01	iPrEC_14Tday_02	iPrEC_14Tday_03	iPrEC_17Tday_01	iPrEC_17Tday_02	iPrEC_17Tday_03
57185	120.041267100536	93.1161938695912	99.6597908156167	149.597571171707	92.452717804661	91.0649175987719	153.604295728022	111.140603080587	106.046313317198	133.064481121985	113.234145311216	119.295342749448	57.3448640950008	67.1137158229616	104.152696654932	128.12236833051	88.9079126128512	92.9216742558437
10250	109.824989049427	120.285057633598	115.784947324489	104.680427017367	84.9729024439032	67.8986704174189	84.3741906111673	69.7125136748689	85.3099844695811	77.3009470006008	81.6002957273368	129.086069462642	88.7244394728744	207.748712107127	147.878774611364	221.265036355951	134.358594396999	229.413289107205
25932	678.16097889267	304.662302692859	347.038662434077	509.919417279966	240.124072537269	212.183345054434	568.917318904626	239.697723568287	399.325911667847	463.026550788336	258.622624020305	257.589357573308	338.130934684025	194.712632325876	237.418498116986	359.709283465006	297.741834705279	254.880710940288
25949	64.8511563244341	92.278387498014	96.5612313295982	74.4579303603991	101.582492436174	70.0552880228902	66.2553740376153	80.5339764904881	78.8223026371396	71.6244195750707	81.195474983119	108.980112819476	45.5265824591783	167.590957865733	85.985216523357	61.8493529984239	90.0242451479005	154.2499792647
23585	129.147080146091	131.894660211169	148.224968065867	136.720818210092	140.96152036487	113.60504999144	124.600667705434	156.005551921309	177.168283312094	115.255767630125	150.99813759325	147.152291373892	73.6459422133767	122.130391509933	123.730695430264	82.8207892468961	122.318150626111	138.074724857202
164091	82.1188871608203	180.726803011675	154.295615222148	115.663539837568	167.305870054598	99.5522514009492	149.750666829916	134.083962011557	138.120927236465	138.852313006839	163.836738338444	129.202625733037	85.6970963937474	111.524767281119	164.748577590684	104.365663205287	105.812376715026	99.7359303679388
3925	271.619740358846	283.298240217638	254.587765116544	166.413095627464	267.623393716526	844.698418246209	152.319752761987	216.754364637317	256.839441516095	72.1252896420293	241.15750048405	162.537719066053	29.9823401105842	78.3821915660762	80.3431419483336	68.1571678075346	179.490324028276	63.3932311034311
83442	169.512483098029	354.930684987497	310.108892233366	134.221213223425	327.626912529664	418.17511053187	210.259401282636	512.602940326135	389.079012325019	223.610658782156	485.727061526507	375.660859483607	134.716767021149	220.177178000268	317.028170370566	204.963021459677	372.13742436249	221.635400817642
55057	63.0188890652678	70.2560485879821	63.615323325197	64.2322735967634	93.0027042282461	32.0709908426538	80.114916565892	90.0550060063763	72.8803136691091	102.622711496838	78.3038982387059	106.124484194795	122.723830976915	123.677045043301	117.073047431736	107.724369791957	111.952205657797	115.016383467789
3151	95.388943977207	73.3080575130137	81.0684338995055	62.0356510327232	59.6185283166285	165.155167593189	76.1260726187295	62.4672424335101	83.6122733358581	45.0226537966062	71.1327879125615	56.2966786008632	16.3010781183759	30.1045062744972	45.531541820439	28.3442068045757	37.3174018859322	29.0466270636785
6195	73.0685973655439	98.3824053480771	93.5259077514576	66.883369794743	76.9431006595602	87.7256387257841	56.5198905055576	106.914194856461	109.320470503664	40.7930843422897	99.5280715426978	77.9761448943633	44.4786560087113	57.6128441179827	84.6875393711016	55.7053775350043	86.5955095045349	60.7776580503037
2810	785.209805428208	1663.04564758094	1446.9008081549	826.53604892439	1159.15138634803	1019.24530766968	969.69472430767	1318.54647783446	1346.22429650185	1325.85871946891	1558.67552830842	1488.42357294622	2221.66229312622	1189.04514140335	2002.82363264182	745.305183549219	1100.22545132926	1314.05013571727
10726	81.7857476591537	120.52443088262	110.030479707597	58.8543355951476	115.497148952878	160.702795762539	57.060750701783	103.012894957268	75.3056152887134	63.7218029630583	99.7015661473626	97.8489889967384	83.7758979012246	124.063708426643	75.6037993053139	57.3437709919162	153.57546160749	96.9826955751731
388610	48.0276114902701	139.315230930854	157.077995168777	69.988939626662	52.1387129558707	48.3499753484694	34.8854826565403	39.1987751776078	71.3038676163663	38.4556906964832	62.5158892142105	27.0410547316776	36.6774257663457	14.5827333146188	50.4965674464597	24.3301428351416	37.7160920770212	19.1349818097219
115572	60.5758660530459	167.980177501248	167.06926861349	105.286391862619	123.306956167787	63.1680253473528	110.335480029988	137.242157168046	153.824755223402	143.916665906086	172.62713164146	125.239712539601	115.50478209592	66.6718148134277	194.538731346808	109.117004230332	115.380941301162	105.24239995347
10163	214.76393207441	84.2593836557741	107.437807484602	257.610804837963	124.571924942033	74.0902499944171	201.19999299586	117.364105300729	100.528752132598	224.111528849114	89.8702052163582	159.448977900581	184.55149155447	138.038827853153	113.349278212221	216.923293695134	108.842422167302	172.903144985688
27245	34.2578454213834	60.142528816799	68.9271395869431	75.0638952056516	70.7282540730482	34.9232915466642	51.6521487395287	55.5470795170841	46.2626283939519	77.6905126082352	57.6002087487083	80.5986609782544	47.7388716323865	81.36502338043	64.9402783585196	72.2531514498144	69.5315693259249	89.273638155429
2537	221.759861609409	1114.76122069585	1165.05836674297	860.470080258529	210.644800233106	501.796218976273	261.911550022165	1347.43467470706	1760.40518058978	208.417600084413	557.206838648398	740.948210902044	65.2043124735035	236.582752979214	888.79600780344	57.6714496832985	315.443679189632	399.838522779404
9473	8.0508712902765	12.1481923878708	9.61185799744527	20.6028047385845	24.8043877036895	11.8961809850191	15.1440854943121	66.9723149361499	36.1976266725941	16.2504510613214	36.2603723749399	38.2304566896131	6.86974006417269	54.6300123036289	41.9770348381743	24.5759018536784	39.2311148031595	43.2946171162412
6118	42.4197632122155	58.885819259433	58.4299788792068	44.5384161260577	64.0734183476681	103.030666893645	40.5645147169073	71.1058350674379	59.3592571398151	35.2835136057458	67.5472327494893	51.6927059202543	34.1740459124523	50.0452893297146	38.9303145676616	32.7678691382378	73.4387331985973	41.1608601518478
22826	75.2340041263769	92.0988575612474	91.0597073442183	63.7777999628241	87.1728481382437	121.396700695078	57.3987883244239	82.0201859758951	81.1263391757637	60.2713647240106	83.5665679135377	82.7549519805649	58.8585356345643	80.3707461089788	61.9499788337572	46.3665348306065	84.7615346255254	68.2113919907712
93974	115.321790826926	180.78664632393	180.728224715122	89.5313058860547	147.836350659684	169.816244353401	123.721769886567	133.758853686624	152.854634575561	129.836651801585	160.540340849814	149.59997305219	50.1840333501428	123.014193529	113.462119703721	56.5245742634602	114.583560918984	107.032002568768
