"V1" "V2" "V3"
"40" 15.2293434793665 15.219366789412 15.2370278992691
"41" 18.9391295992361 18.9472972333239 18.9436094656434
"42" 16.1080442112781 16.1155207578771 16.1053061372492
"43" 16.2185586701598 16.2119981143693 16.2103191622521
"44" 16.9590947547007 16.9531677060409 16.960492234059
"45" 17.6516345942985 17.6417602834954 17.6462969965397
"46" 17.8005524686691 17.8105501664692 17.8146189752995
"47" 17.2847789375392 17.2960431211292 17.2881392822229
"48" 17.0986376853853 17.0948367868753 17.085149825716
"49" 18.6308533799188 18.6286389246187 18.6257115644382
"50" 17.8771524902018 17.8710142573742 17.8626179285489
"51" 2.70523705127596 2.70306712294349 2.70543532471037
"52" 4.52230703606099 4.52543678739394 4.52225148024564
"53" 4.76901601112426 4.75645240373783 4.76929067835788
"54" 3.35347915050109 3.35393120760022 3.35628864377404
"55" 5.86104199339707 5.87424808571874 5.86403584497915
"56" 3.57358904298058 3.57718158271115 3.57405284652003
"57" 3.82375242861998 3.83049366261079 3.8215506278303
"58" 5.44033953118787 5.42648661144688 5.4347860545359
"59" 2.70721539778826 2.70793020094492 2.70273752721011
"60" 3.45654635239653 3.4538582490071 3.45696270250141
"61" 3.09673803199071 3.08714848291841 3.08860206111041
"62" 3.70335347196277 3.70245078963609 3.70652568484046
"63" 5.32076181649928 5.3144793554777 5.32156131377804
"64" 5.05171236246389 5.04697090439365 5.04486099439743
"65" 6.19607030109184 6.1885601482065 6.19073631803913
"66" 3.6202738576914 3.62153252421881 3.61906178732313
"67" 2.98266467151124 2.98185913302895 2.97924294607224
"68" 5.45040432052448 5.44998599715722 5.44710335301208
"69" 3.94094316223468 3.94892789092429 3.93205354759786
"70" 3.90454216804994 3.90328623483135 3.90081418465311
"71" 3.9943230105263 3.98350042359877 3.99009444381472
"72" 4.75754486130005 4.76288847812128 4.75840699253606
"73" 3.69321210510422 3.69022818159235 3.69000805593464
"74" 4.16342367754379 4.15711481869517 4.16217637415852
"75" 3.61450254834357 3.60962432316009 3.61136882382184
"76" 3.81947038333492 3.82406513340431 3.81737301754244
"77" 3.2988562668805 3.29739846262277 3.2978112808031
"78" 5.62712935663615 5.61360490402942 5.61716775925448
"79" 2.16246569753072 2.15565418575182 2.14682860951845
"80" 3.90442124099416 3.91217392528657 3.90198226372334
"81" 3.30222584977013 3.30147111254734 3.29826055580845
"82" 3.76666943563218 3.78206744386218 3.77831641572116
"83" 3.45817536499199 3.45694610938001 3.45469975621234
"84" 3.35752730288 3.34828586526148 3.35451896183415
"85" 4.53822230681177 4.54221858520247 4.54593470496664
"86" 4.87704058889366 4.88404511021235 4.87585099133647
"87" 4.94028649888534 4.93784816808198 4.9454118827274
"88" 4.68435214286886 4.67940581634407 4.6839394873649
"89" 4.85776456430856 4.85896840403879 4.85567638377734
"90" 4.25558826114293 4.25789617259221 4.25956534364293
"91" 3.66710417159846 3.67023893082127 3.66619435260732
"92" 2.22733419497312 2.23434947115171 2.23128074078814
"93" 3.77639520811133 3.77403235071052 3.76937131936185
"94" 6.05152097114899 6.05930814838173 6.05312850493562
"95" 2.73761129740512 2.73381743303971 2.73677182279229
"96" 3.11498695763931 3.10331381587667 3.1093564817151
"97" 3.58587387047281 3.58994113753768 3.58928558614121
"98" 3.02165753677767 3.01371410778196 3.01405850579036
"99" 4.76611678781591 4.76720077554653 4.76517210326753
"100" 4.27733045231866 4.2836313177341 4.28023144954193
"101" 22.9504887068394 22.9359493257075 22.943159959434
"102" 21.0952023192426 21.0913069897554 21.1018417575891
"103" 25.2573556180762 25.2482605190422 25.2583599425826
"104" 22.1505226373135 22.1414204599554 22.1493745094309
"105" 21.3316153885458 21.3262016763612 21.3161386330962
"106" 20.2973340388668 20.2924028906007 20.2880534030709
"107" 22.4861981633164 22.4758567562247 22.4821593565712
"108" 21.9909815630334 21.9946626180437 21.9976992107672
"109" 22.7159271602739 22.7181224029216 22.7144378764876
"110" 22.3686700384765 22.3715510580925 22.3672518968073
"111" 44.2111767070932 44.2183562185141 44.1994328493581
"112" 43.1548203199115 43.1670730338407 43.1474313271872
"113" 44.2796648663464 44.2881670675995 44.2843708095689
"114" 42.6563729644073 42.6519402504654 42.6581352381668
"115" 43.5489273446026 43.5608052594444 43.545627807259
"116" 42.2139629110844 42.2137175811806 42.2130157204241
"117" 44.8193235833011 44.8261188572219 44.8195845102194
"118" 44.1323996976043 44.1429827984544 44.1318658912365
"119" 45.6611751118312 45.6554499157313 45.6643116112505
"120" 43.7926467078864 43.7954401168231 43.7926513188578
"121" 16.7676139794464 16.7666663121922 16.7693338188563
"122" 17.094854920468 17.0932720700929 17.0948199167945
"123" 14.7458121353295 14.7463356678626 14.7507949908239
"124" 16.7099874935118 16.7111381655477 16.7048371642176
"125" 16.2969536802153 16.2823726391257 16.2718176562856
"126" 13.8211155368577 13.8291652448842 13.8267809577954
"127" 15.3116769796899 15.3083656597929 15.3065357735779
"128" 16.5034332151699 16.5081663613729 16.5058226005318
"129" 15.3919883952891 15.3973920885333 15.3926566908574
"130" 17.1906700434119 17.1832220031341 17.183674971755
"131" 16.4918922183216 16.4960704680634 16.4876583129314
"132" 17.3724134848536 17.3784156621896 17.3663350102974
"133" 18.5395876283996 18.5419728935765 18.5416964002226
"134" 16.6639704951516 16.6448588482347 16.662866240207
"135" 17.5405678852633 17.544119171271 17.5456456951459
"136" 17.3996056826337 17.4077932076809 17.4021447637705
"137" 18.2670076692326 18.2540559077415 18.259280764698
"138" 20.567433684176 20.5624310361865 20.5626020627139
"139" 15.500192694391 15.5076068756692 15.503956655183
"140" 15.2293434793665 15.219366789412 15.2370278992691
"141" 18.9391295992361 18.9472972333239 18.9436094656434
"142" 16.1080442112781 16.1155207578771 16.1053061372492
"143" 16.2185586701598 16.2119981143693 16.2103191622521
"144" 16.9590947547007 16.9531677060409 16.960492234059
"145" 17.6516345942985 17.6417602834954 17.6462969965397
"146" 17.8005524686691 17.8105501664692 17.8146189752995
"147" 17.2847789375392 17.2960431211292 17.2881392822229
"148" 17.0986376853853 17.0948367868753 17.085149825716
"149" 18.6308533799188 18.6286389246187 18.6257115644382
"150" 17.8771524902018 17.8710142573742 17.8626179285489
"151" 2.70523705127596 2.70306712294349 2.70543532471037
"152" 4.52230703606099 4.52543678739394 4.52225148024564
"153" 4.76901601112426 4.75645240373783 4.76929067835788
"154" 3.35347915050109 3.35393120760022 3.35628864377404
"155" 5.86104199339707 5.87424808571874 5.86403584497915
"156" 3.57358904298058 3.57718158271115 3.57405284652003
"157" 3.82375242861998 3.83049366261079 3.8215506278303
"158" 5.44033953118787 5.42648661144688 5.4347860545359
"159" 2.70721539778826 2.70793020094492 2.70273752721011
"160" 3.45654635239653 3.4538582490071 3.45696270250141
"161" 3.09673803199071 3.08714848291841 3.08860206111041
"162" 3.70335347196277 3.70245078963609 3.70652568484046
"163" 5.32076181649928 5.3144793554777 5.32156131377804
"164" 5.05171236246389 5.04697090439365 5.04486099439743
"165" 6.19607030109184 6.1885601482065 6.19073631803913
"166" 3.6202738576914 3.62153252421881 3.61906178732313
"167" 2.98266467151124 2.98185913302895 2.97924294607224
"168" 5.45040432052448 5.44998599715722 5.44710335301208
"169" 3.94094316223468 3.94892789092429 3.93205354759786
"170" 3.90454216804994 3.90328623483135 3.90081418465311
"171" 3.9943230105263 3.98350042359877 3.99009444381472
"172" 4.75754486130005 4.76288847812128 4.75840699253606
"173" 3.69321210510422 3.69022818159235 3.69000805593464
"174" 4.16342367754379 4.15711481869517 4.16217637415852
"175" 3.61450254834357 3.60962432316009 3.61136882382184
"176" 3.81947038333492 3.82406513340431 3.81737301754244
"177" 3.2988562668805 3.29739846262277 3.2978112808031
"178" 5.62712935663615 5.61360490402942 5.61716775925448
"179" 2.16246569753072 2.15565418575182 2.14682860951845
"180" 3.90442124099416 3.91217392528657 3.90198226372334
"181" 3.30222584977013 3.30147111254734 3.29826055580845
"182" 3.76666943563218 3.78206744386218 3.77831641572116
"183" 3.45817536499199 3.45694610938001 3.45469975621234
"184" 3.35752730288 3.34828586526148 3.35451896183415
"185" 4.53822230681177 4.54221858520247 4.54593470496664
"186" 4.87704058889366 4.88404511021235 4.87585099133647
"187" 4.94028649888534 4.93784816808198 4.9454118827274
"188" 4.68435214286886 4.67940581634407 4.6839394873649
"189" 4.85776456430856 4.85896840403879 4.85567638377734
"190" 4.25558826114293 4.25789617259221 4.25956534364293
"191" 3.66710417159846 3.67023893082127 3.66619435260732
"192" 2.22733419497312 2.23434947115171 2.23128074078814
"193" 3.77639520811133 3.77403235071052 3.76937131936185
"194" 6.05152097114899 6.05930814838173 6.05312850493562
"195" 2.73761129740512 2.73381743303971 2.73677182279229
"196" 3.11498695763931 3.10331381587667 3.1093564817151
"197" 3.58587387047281 3.58994113753768 3.58928558614121
"198" 3.02165753677767 3.01371410778196 3.01405850579036
"199" 4.76611678781591 4.76720077554653 4.76517210326753
"200" 4.27733045231866 4.2836313177341 4.28023144954193
"201" 22.9504887068394 22.9359493257075 22.943159959434
"202" 21.0952023192426 21.0913069897554 21.1018417575891
"203" 25.2573556180762 25.2482605190422 25.2583599425826
"204" 22.1505226373135 22.1414204599554 22.1493745094309
"205" 21.3316153885458 21.3262016763612 21.3161386330962
"206" 20.2973340388668 20.2924028906007 20.2880534030709
"207" 22.4861981633164 22.4758567562247 22.4821593565712
"208" 21.9909815630334 21.9946626180437 21.9976992107672
"209" 22.7159271602739 22.7181224029216 22.7144378764876
"210" 22.3686700384765 22.3715510580925 22.3672518968073
"211" 44.2111767070932 44.2183562185141 44.1994328493581
"212" 43.1548203199115 43.1670730338407 43.1474313271872
"213" 44.2796648663464 44.2881670675995 44.2843708095689
"214" 42.6563729644073 42.6519402504654 42.6581352381668
"215" 43.5489273446026 43.5608052594444 43.545627807259
"216" 42.2139629110844 42.2137175811806 42.2130157204241
"217" 44.8193235833011 44.8261188572219 44.8195845102194
"218" 44.1323996976043 44.1429827984544 44.1318658912365
"219" 45.6611751118312 45.6554499157313 45.6643116112505
"220" 43.7926467078864 43.7954401168231 43.7926513188578
"221" 16.7676139794464 16.7666663121922 16.7693338188563
"222" 17.094854920468 17.0932720700929 17.0948199167945
"223" 14.7458121353295 14.7463356678626 14.7507949908239
"224" 16.7099874935118 16.7111381655477 16.7048371642176
"225" 16.2969536802153 16.2823726391257 16.2718176562856
"226" 13.8211155368577 13.8291652448842 13.8267809577954
"227" 15.3116769796899 15.3083656597929 15.3065357735779
"228" 16.5034332151699 16.5081663613729 16.5058226005318
"229" 15.3919883952891 15.3973920885333 15.3926566908574
"230" 17.1906700434119 17.1832220031341 17.183674971755
"231" 16.4918922183216 16.4960704680634 16.4876583129314
"232" 17.3724134848536 17.3784156621896 17.3663350102974
"233" 18.5395876283996 18.5419728935765 18.5416964002226
"234" 16.6639704951516 16.6448588482347 16.662866240207
"235" 17.5405678852633 17.544119171271 17.5456456951459
"236" 17.3996056826337 17.4077932076809 17.4021447637705
"237" 18.2670076692326 18.2540559077415 18.259280764698
"238" 20.567433684176 20.5624310361865 20.5626020627139
"239" 15.500192694391 15.5076068756692 15.503956655183
"240" 15.2293434793665 15.219366789412 15.2370278992691
"241" 18.9391295992361 18.9472972333239 18.9436094656434
"242" 16.1080442112781 16.1155207578771 16.1053061372492
"243" 16.2185586701598 16.2119981143693 16.2103191622521
"244" 16.9590947547007 16.9531677060409 16.960492234059
"245" 17.6516345942985 17.6417602834954 17.6462969965397
"246" 17.8005524686691 17.8105501664692 17.8146189752995
"247" 17.2847789375392 17.2960431211292 17.2881392822229
"248" 17.0986376853853 17.0948367868753 17.085149825716
"249" 18.6308533799188 18.6286389246187 18.6257115644382
"250" 17.8771524902018 17.8710142573742 17.8626179285489
"251" 2.70523705127596 2.70306712294349 2.70543532471037
"252" 4.52230703606099 4.52543678739394 4.52225148024564
"253" 4.76901601112426 4.75645240373783 4.76929067835788
"254" 3.35347915050109 3.35393120760022 3.35628864377404
"255" 5.86104199339707 5.87424808571874 5.86403584497915
"256" 3.57358904298058 3.57718158271115 3.57405284652003
"257" 3.82375242861998 3.83049366261079 3.8215506278303
"258" 5.44033953118787 5.42648661144688 5.4347860545359
"259" 2.70721539778826 2.70793020094492 2.70273752721011
"260" 3.45654635239653 3.4538582490071 3.45696270250141
"261" 3.09673803199071 3.08714848291841 3.08860206111041
"262" 3.70335347196277 3.70245078963609 3.70652568484046
"263" 5.32076181649928 5.3144793554777 5.32156131377804
"264" 5.05171236246389 5.04697090439365 5.04486099439743
"265" 6.19607030109184 6.1885601482065 6.19073631803913
"266" 3.6202738576914 3.62153252421881 3.61906178732313
"267" 2.98266467151124 2.98185913302895 2.97924294607224
"268" 5.45040432052448 5.44998599715722 5.44710335301208
"269" 3.94094316223468 3.94892789092429 3.93205354759786
"270" 3.90454216804994 3.90328623483135 3.90081418465311
"271" 3.9943230105263 3.98350042359877 3.99009444381472
"272" 4.75754486130005 4.76288847812128 4.75840699253606
"273" 3.69321210510422 3.69022818159235 3.69000805593464
"274" 4.16342367754379 4.15711481869517 4.16217637415852
"275" 3.61450254834357 3.60962432316009 3.61136882382184
"276" 3.81947038333492 3.82406513340431 3.81737301754244
"277" 3.2988562668805 3.29739846262277 3.2978112808031
"278" 5.62712935663615 5.61360490402942 5.61716775925448
"279" 2.16246569753072 2.15565418575182 2.14682860951845
"280" 3.90442124099416 3.91217392528657 3.90198226372334
"281" 3.30222584977013 3.30147111254734 3.29826055580845
"282" 3.76666943563218 3.78206744386218 3.77831641572116
"283" 3.45817536499199 3.45694610938001 3.45469975621234
"284" 3.35752730288 3.34828586526148 3.35451896183415
"285" 4.53822230681177 4.54221858520247 4.54593470496664
"286" 4.87704058889366 4.88404511021235 4.87585099133647
"287" 4.94028649888534 4.93784816808198 4.9454118827274
"288" 4.68435214286886 4.67940581634407 4.6839394873649
"289" 4.85776456430856 4.85896840403879 4.85567638377734
"290" 4.25558826114293 4.25789617259221 4.25956534364293
"291" 3.66710417159846 3.67023893082127 3.66619435260732
"292" 2.22733419497312 2.23434947115171 2.23128074078814
"293" 3.77639520811133 3.77403235071052 3.76937131936185
"294" 6.05152097114899 6.05930814838173 6.05312850493562
"295" 2.73761129740512 2.73381743303971 2.73677182279229
"296" 3.11498695763931 3.10331381587667 3.1093564817151
"297" 3.58587387047281 3.58994113753768 3.58928558614121
"298" 3.02165753677767 3.01371410778196 3.01405850579036
"299" 4.76611678781591 4.76720077554653 4.76517210326753
"300" 4.27733045231866 4.2836313177341 4.28023144954193
"301" 22.9504887068394 22.9359493257075 22.943159959434
"302" 21.0952023192426 21.0913069897554 21.1018417575891
"303" 25.2573556180762 25.2482605190422 25.2583599425826
"304" 22.1505226373135 22.1414204599554 22.1493745094309
"305" 21.3316153885458 21.3262016763612 21.3161386330962
"306" 20.2973340388668 20.2924028906007 20.2880534030709
"307" 22.4861981633164 22.4758567562247 22.4821593565712
"308" 21.9909815630334 21.9946626180437 21.9976992107672
"309" 22.7159271602739 22.7181224029216 22.7144378764876
"310" 22.3686700384765 22.3715510580925 22.3672518968073
"311" 44.2111767070932 44.2183562185141 44.1994328493581
"312" 43.1548203199115 43.1670730338407 43.1474313271872
"313" 44.2796648663464 44.2881670675995 44.2843708095689
"314" 42.6563729644073 42.6519402504654 42.6581352381668
"315" 43.5489273446026 43.5608052594444 43.545627807259
"316" 42.2139629110844 42.2137175811806 42.2130157204241
"317" 44.8193235833011 44.8261188572219 44.8195845102194
"318" 44.1323996976043 44.1429827984544 44.1318658912365
"319" 45.6611751118312 45.6554499157313 45.6643116112505
"320" 43.7926467078864 43.7954401168231 43.7926513188578
"321" 16.7676139794464 16.7666663121922 16.7693338188563
"322" 17.094854920468 17.0932720700929 17.0948199167945
"323" 14.7458121353295 14.7463356678626 14.7507949908239
"324" 16.7099874935118 16.7111381655477 16.7048371642176
"325" 16.2969536802153 16.2823726391257 16.2718176562856
"326" 13.8211155368577 13.8291652448842 13.8267809577954
"327" 15.3116769796899 15.3083656597929 15.3065357735779
"328" 16.5034332151699 16.5081663613729 16.5058226005318
"329" 15.3919883952891 15.3973920885333 15.3926566908574
"330" 17.1906700434119 17.1832220031341 17.183674971755
"331" 16.4918922183216 16.4960704680634 16.4876583129314
"332" 17.3724134848536 17.3784156621896 17.3663350102974
"333" 18.5395876283996 18.5419728935765 18.5416964002226
"334" 16.6639704951516 16.6448588482347 16.662866240207
"335" 17.5405678852633 17.544119171271 17.5456456951459
"336" 17.3996056826337 17.4077932076809 17.4021447637705
"337" 18.2670076692326 18.2540559077415 18.259280764698
"338" 20.567433684176 20.5624310361865 20.5626020627139
"339" 15.500192694391 15.5076068756692 15.503956655183
"340" 15.2293434793665 15.219366789412 15.2370278992691
"341" 18.9391295992361 18.9472972333239 18.9436094656434
"342" 16.1080442112781 16.1155207578771 16.1053061372492
"343" 16.2185586701598 16.2119981143693 16.2103191622521
"344" 16.9590947547007 16.9531677060409 16.960492234059
"345" 17.6516345942985 17.6417602834954 17.6462969965397
"346" 17.8005524686691 17.8105501664692 17.8146189752995
"347" 17.2847789375392 17.2960431211292 17.2881392822229
"348" 17.0986376853853 17.0948367868753 17.085149825716
"349" 18.6308533799188 18.6286389246187 18.6257115644382
"350" 17.8771524902018 17.8710142573742 17.8626179285489
"351" 2.70523705127596 2.70306712294349 2.70543532471037
"352" 4.52230703606099 4.52543678739394 4.52225148024564
"353" 4.76901601112426 4.75645240373783 4.76929067835788
"354" 3.35347915050109 3.35393120760022 3.35628864377404
"355" 5.86104199339707 5.87424808571874 5.86403584497915
"356" 3.57358904298058 3.57718158271115 3.57405284652003
"357" 3.82375242861998 3.83049366261079 3.8215506278303
"358" 5.44033953118787 5.42648661144688 5.4347860545359
"359" 2.70721539778826 2.70793020094492 2.70273752721011
"360" 3.45654635239653 3.4538582490071 3.45696270250141
"361" 3.09673803199071 3.08714848291841 3.08860206111041
"362" 3.70335347196277 3.70245078963609 3.70652568484046
"363" 5.32076181649928 5.3144793554777 5.32156131377804
"364" 5.05171236246389 5.04697090439365 5.04486099439743
"365" 6.19607030109184 6.1885601482065 6.19073631803913
"366" 3.6202738576914 3.62153252421881 3.61906178732313
"367" 2.98266467151124 2.98185913302895 2.97924294607224
"368" 5.45040432052448 5.44998599715722 5.44710335301208
"369" 3.94094316223468 3.94892789092429 3.93205354759786
"370" 3.90454216804994 3.90328623483135 3.90081418465311
"371" 3.9943230105263 3.98350042359877 3.99009444381472
"372" 4.75754486130005 4.76288847812128 4.75840699253606
"373" 3.69321210510422 3.69022818159235 3.69000805593464
"374" 4.16342367754379 4.15711481869517 4.16217637415852
"375" 3.61450254834357 3.60962432316009 3.61136882382184
"376" 3.81947038333492 3.82406513340431 3.81737301754244
"377" 3.2988562668805 3.29739846262277 3.2978112808031
"378" 5.62712935663615 5.61360490402942 5.61716775925448
"379" 2.16246569753072 2.15565418575182 2.14682860951845
"380" 3.90442124099416 3.91217392528657 3.90198226372334
"381" 3.30222584977013 3.30147111254734 3.29826055580845
"382" 3.76666943563218 3.78206744386218 3.77831641572116
"383" 3.45817536499199 3.45694610938001 3.45469975621234
"384" 3.35752730288 3.34828586526148 3.35451896183415
"385" 4.53822230681177 4.54221858520247 4.54593470496664
"386" 4.87704058889366 4.88404511021235 4.87585099133647
"387" 4.94028649888534 4.93784816808198 4.9454118827274
"388" 4.68435214286886 4.67940581634407 4.6839394873649
"389" 4.85776456430856 4.85896840403879 4.85567638377734
"390" 4.25558826114293 4.25789617259221 4.25956534364293
"391" 3.66710417159846 3.67023893082127 3.66619435260732
"392" 2.22733419497312 2.23434947115171 2.23128074078814
"393" 3.77639520811133 3.77403235071052 3.76937131936185
"394" 6.05152097114899 6.05930814838173 6.05312850493562
"395" 2.73761129740512 2.73381743303971 2.73677182279229
"396" 3.11498695763931 3.10331381587667 3.1093564817151
"397" 3.58587387047281 3.58994113753768 3.58928558614121
"398" 3.02165753677767 3.01371410778196 3.01405850579036
"399" 4.76611678781591 4.76720077554653 4.76517210326753
"400" 4.27733045231866 4.2836313177341 4.28023144954193
"401" 22.9504887068394 22.9359493257075 22.943159959434
"402" 21.0952023192426 21.0913069897554 21.1018417575891
"403" 25.2573556180762 25.2482605190422 25.2583599425826
"404" 22.1505226373135 22.1414204599554 22.1493745094309
"405" 21.3316153885458 21.3262016763612 21.3161386330962
"406" 20.2973340388668 20.2924028906007 20.2880534030709
"407" 22.4861981633164 22.4758567562247 22.4821593565712
"408" 21.9909815630334 21.9946626180437 21.9976992107672
"409" 22.7159271602739 22.7181224029216 22.7144378764876
"410" 22.3686700384765 22.3715510580925 22.3672518968073
"411" 44.2111767070932 44.2183562185141 44.1994328493581
"412" 43.1548203199115 43.1670730338407 43.1474313271872
"413" 44.2796648663464 44.2881670675995 44.2843708095689
"414" 42.6563729644073 42.6519402504654 42.6581352381668
"415" 43.5489273446026 43.5608052594444 43.545627807259
"416" 42.2139629110844 42.2137175811806 42.2130157204241
"417" 44.8193235833011 44.8261188572219 44.8195845102194
"418" 44.1323996976043 44.1429827984544 44.1318658912365
"419" 45.6611751118312 45.6554499157313 45.6643116112505
"420" 43.7926467078864 43.7954401168231 43.7926513188578
"421" 16.7676139794464 16.7666663121922 16.7693338188563
"422" 17.094854920468 17.0932720700929 17.0948199167945
"423" 14.7458121353295 14.7463356678626 14.7507949908239
"424" 16.7099874935118 16.7111381655477 16.7048371642176
"425" 16.2969536802153 16.2823726391257 16.2718176562856
"426" 13.8211155368577 13.8291652448842 13.8267809577954
"427" 15.3116769796899 15.3083656597929 15.3065357735779
"428" 16.5034332151699 16.5081663613729 16.5058226005318
"429" 15.3919883952891 15.3973920885333 15.3926566908574
"430" 17.1906700434119 17.1832220031341 17.183674971755
"431" 16.4918922183216 16.4960704680634 16.4876583129314
"432" 17.3724134848536 17.3784156621896 17.3663350102974
"433" 18.5395876283996 18.5419728935765 18.5416964002226
"434" 16.6639704951516 16.6448588482347 16.662866240207
"435" 17.5405678852633 17.544119171271 17.5456456951459
"436" 17.3996056826337 17.4077932076809 17.4021447637705
"437" 18.2670076692326 18.2540559077415 18.259280764698
"438" 20.567433684176 20.5624310361865 20.5626020627139
"439" 15.500192694391 15.5076068756692 15.503956655183
"440" 15.2293434793665 15.219366789412 15.2370278992691
"441" 18.9391295992361 18.9472972333239 18.9436094656434
"442" 16.1080442112781 16.1155207578771 16.1053061372492
"443" 16.2185586701598 16.2119981143693 16.2103191622521
"444" 16.9590947547007 16.9531677060409 16.960492234059
"445" 17.6516345942985 17.6417602834954 17.6462969965397
"446" 17.8005524686691 17.8105501664692 17.8146189752995
"447" 17.2847789375392 17.2960431211292 17.2881392822229
"448" 17.0986376853853 17.0948367868753 17.085149825716
"449" 18.6308533799188 18.6286389246187 18.6257115644382
"450" 17.8771524902018 17.8710142573742 17.8626179285489
"451" 2.70523705127596 2.70306712294349 2.70543532471037
"452" 4.52230703606099 4.52543678739394 4.52225148024564
"453" 4.76901601112426 4.75645240373783 4.76929067835788
"454" 3.35347915050109 3.35393120760022 3.35628864377404
"455" 5.86104199339707 5.87424808571874 5.86403584497915
"456" 3.57358904298058 3.57718158271115 3.57405284652003
"457" 3.82375242861998 3.83049366261079 3.8215506278303
"458" 5.44033953118787 5.42648661144688 5.4347860545359
"459" 2.70721539778826 2.70793020094492 2.70273752721011
"460" 3.45654635239653 3.4538582490071 3.45696270250141
"461" 3.09673803199071 3.08714848291841 3.08860206111041
"462" 3.70335347196277 3.70245078963609 3.70652568484046
"463" 5.32076181649928 5.3144793554777 5.32156131377804
"464" 5.05171236246389 5.04697090439365 5.04486099439743
"465" 6.19607030109184 6.1885601482065 6.19073631803913
"466" 3.6202738576914 3.62153252421881 3.61906178732313
"467" 2.98266467151124 2.98185913302895 2.97924294607224
"468" 5.45040432052448 5.44998599715722 5.44710335301208
"469" 3.94094316223468 3.94892789092429 3.93205354759786
"470" 3.90454216804994 3.90328623483135 3.90081418465311
"471" 3.9943230105263 3.98350042359877 3.99009444381472
"472" 4.75754486130005 4.76288847812128 4.75840699253606
"473" 3.69321210510422 3.69022818159235 3.69000805593464
"474" 4.16342367754379 4.15711481869517 4.16217637415852
"475" 3.61450254834357 3.60962432316009 3.61136882382184
"476" 3.81947038333492 3.82406513340431 3.81737301754244
"477" 3.2988562668805 3.29739846262277 3.2978112808031
"478" 5.62712935663615 5.61360490402942 5.61716775925448
"479" 2.16246569753072 2.15565418575182 2.14682860951845
"480" 3.90442124099416 3.91217392528657 3.90198226372334
"481" 3.30222584977013 3.30147111254734 3.29826055580845
"482" 3.76666943563218 3.78206744386218 3.77831641572116
"483" 3.45817536499199 3.45694610938001 3.45469975621234
"484" 3.35752730288 3.34828586526148 3.35451896183415
"485" 4.53822230681177 4.54221858520247 4.54593470496664
"486" 4.87704058889366 4.88404511021235 4.87585099133647
"487" 4.94028649888534 4.93784816808198 4.9454118827274
"488" 4.68435214286886 4.67940581634407 4.6839394873649
"489" 4.85776456430856 4.85896840403879 4.85567638377734
"490" 4.25558826114293 4.25789617259221 4.25956534364293
"491" 3.66710417159846 3.67023893082127 3.66619435260732
"492" 2.22733419497312 2.23434947115171 2.23128074078814
"493" 3.77639520811133 3.77403235071052 3.76937131936185
"494" 6.05152097114899 6.05930814838173 6.05312850493562
"495" 2.73761129740512 2.73381743303971 2.73677182279229
"496" 3.11498695763931 3.10331381587667 3.1093564817151
"497" 3.58587387047281 3.58994113753768 3.58928558614121
"498" 3.02165753677767 3.01371410778196 3.01405850579036
"499" 4.76611678781591 4.76720077554653 4.76517210326753
"500" 4.27733045231866 4.2836313177341 4.28023144954193
"501" 17.8771524902018 17.8710142573742 17.8626179285489
