EntrezID	iPrEC_basal_01	iPrEC_basal_02	iPrEC_basal_03	iPrEC_4day_01	iPrEC_4day_02	iPrEC_4day_03	iPrEC_8day_01	iPrEC_8day_02	iPrEC_8day_03	iPrEC_11day_01	iPrEC_11day_02	iPrEC_11day_03	iPrEC_14Tday_01	iPrEC_14Tday_02	iPrEC_14Tday_03	iPrEC_17Tday_01	iPrEC_17Tday_02	iPrEC_17Tday_03
10180	68.84883034	62.29688806	58.6196866	60.74797574	56.31860978	52.31536901	52.12540141	45.60805358	50.14311099	52.75831372	47.94234242	62.76555161	87.9676037	112.8504703	81.30229463	103.7922255	94.80852744	104.141106
6405	115.5438838	209.5712795	216.899164	211.103003	260.3635729	139.2757563	259.1396415	223.0243109	207.3026559	275.0889712	241.7936474	236.667507	132.6791323	148.6444521	265.7417125	185.3023	135.7938791	170.2875719
2771	139.0302187	142.4270832	146.3278908	131.2671346	144.9214226	140.2497127	129.8064471	165.3872493	133.4522216	124.0488199	157.4752695	122.3258058	101.4742113	67.44514158	93.88412093	124.2721437	136.5115214	57.54260717
7873	95.44446723	119.3874079	126.4718158	90.44025315	139.9165462	76.66427746	70.85268571	111.3263793	143.6384884	101.6766236	138.5065261	111.5443508	32.83502878	85.17641959	100.1468237	69.63172192	90.26345926	60.50233457
6159	77.73255039	149.7279673	128.7483084	82.18398214	180.3955469	151.1719373	81.33185201	131.2044311	102.7721561	88.65400185	134.8053078	116.4397141	52.86206761	118.5951834	81.58439835	60.37479889	95.36669371	80.46328682
1849	141.8063812	122.7984767	132.8586425	151.3397201	177.6456148	79.65571478	106.9551038	185.8690738	134.9074026	171.7427807	119.2486249	267.671475	161.8464185	244.7579217	200.8014341	240.4342398	295.1902175	212.0679099
211	63.46307507	46.19903706	45.97250503	58.62709878	51.97371703	43.27148873	67.06666433	49.69512967	61.05696827	78.2470349	53.89899052	58.56952587	116.7855811	83.85071656	63.52975971	49.4794824	63.55121646	69.38151678
80335	142.861323	88.02951233	87.5184965	167.7765165	91.07775175	89.46484647	145.0181401	76.67912064	85.12808685	142.4697079	76.7424468	86.01852755	141.4118527	92.46778624	86.38016174	102.153832	60.99959924	95.19309296
55193	73.12412062	31.77679881	35.66505204	66.42889616	34.20915555	38.19300211	72.81330392	31.25684324	34.31801792	71.51311512	33.42662717	36.94833772	55.48188374	43.30629893	32.72403254	62.7504694	34.92526074	45.70369756
26354	98.27615299	83.30189066	86.38025016	100.5901643	110.9872603	60.24615633	67.13427186	50.80978678	67.54465011	74.51833552	58.1785241	90.27283142	113.2924929	116.5513913	79.44041002	65.94533664	73.59820928	92.78401252
7086	291.274971	544.9332014	484.9561775	395.7707896	644.1440993	289.5433056	229.1219006	328.8702927	309.5291192	192.9462802	414.4786105	444.3707809	168.483286	392.3528588	281.0881553	158.6784063	258.670196	290.9480867
23272	120.1523136	76.1805365	84.79935246	124.0713021	63.52343192	96.0042676	93.77163652	68.78363275	73.00157875	97.5583586	61.9954054	43.06754191	62.11875126	56.01095296	63.47333897	88.71900569	60.52117101	54.58287977
378	165.6813788	126.3890755	141.3322541	145.5830541	201.6250229	113.7441866	135.9587318	137.5672655	177.5320786	163.1166851	166.612652	310.2145137	192.876685	274.0891012	228.8425448	182.8447098	170.3204496	302.6493346
7871	109.2142333	43.68561795	56.40642983	88.62235862	38.77404286	45.56724295	84.71222823	46.7227107	50.44627369	83.70095341	43.83630345	47.55495832	74.28634171	45.57104161	49.31173179	104.0379845	71.7642344	52.03613758
2317	618.0292988	342.1840595	338.1856353	632.2485704	371.07584	210.3050007	386.6474328	345.7759256	246.4712771	549.9553335	254.9214058	241.0383672	1054.330445	185.2117606	233.8075704	802.7308742	536.7964733	212.7562186
8801	97.88749024	113.4030767	119.1364504	93.39433177	116.0471354	123.4141817	85.38830348	90.19433815	120.476858	78.41399159	90.21719443	96.45031375	39.29724189	73.13461708	76.84505571	61.68551365	71.20606813	69.72567113
285203	87.67121219	97.30522573	104.1495403	84.98656955	54.17366272	114.6485746	52.53104656	66.1363221	76.70016372	34.72699131	66.67975973	37.4145628	47.09847213	41.70440777	61.38577138	58.98216445	69.45183129	56.23482064
7110	160.4066701	99.93833147	117.365845	172.5484897	127.3218571	85.49945281	130.0768772	100.5049165	125.4487263	162.3375539	106.1786981	189.5204957	213.835214	273.9786259	157.0189354	217.7424904	164.5793109	280.0039784
9039	162.9052163	131.3560704	145.6322958	170.5033583	125.6718978	191.3128521	147.0463658	170.0316539	154.7342433	110.3583714	137.6968846	110.4953443	122.2580859	134.1169564	127.7365684	128.695806	145.2029676	134.289027
10550	225.2578264	336.6186314	366.1991425	247.6881305	291.5478031	340.1890352	306.8029463	431.6509674	447.043721	224.2228333	376.8881129	393.3191344	132.6209141	290.4946761	326.2247519	261.2418367	343.9898969	329.906359
23150	143.6386485	76.71912631	83.53463431	120.9657322	81.17799612	63.58543521	153.1310431	101.8982378	127.995293	149.3705844	104.8485728	175.2423525	84.18342485	412.3488795	313.0222974	125.0094208	176.9387068	462.4746143
27086	65.85057483	58.1078562	62.41384108	44.00819689	55.32863421	88.42132182	43.87728342	62.88523885	53.9023285	37.17568941	50.77608763	50.41058695	12.400463	87.66211277	54.84096487	39.15760362	86.19681931	90.44376294
23429	133.6444634	102.2722206	108.1966384	116.7239783	97.40259562	81.04708098	92.08144841	97.20738915	97.55775765	96.33400955	81.77379033	123.0834215	84.47451553	120.5285004	107.3686792	91.0946762	120.4841757	126.5799696
151987	61.35319156	13.1655287	16.0619206	49.99209973	14.35464566	11.40920282	45.56747153	11.19301519	13.58168907	42.51830346	11.50847544	21.03840681	57.92704546	33.19781334	23.64029247	46.12077581	24.95800596	43.15695538
6091	105.9383615	58.82597595	68.2315446	84.53209591	45.7038718	57.46342394	118.9216356	63.67478764	90.58501549	102.511407	58.3520187	54.1403876	56.29693764	43.91391282	57.37989843	82.00159252	68.09628464	52.17379932
2632	51.19243676	68.70012247	69.36979094	61.12670376	45.7038718	79.72528309	60.3735194	105.6137616	65.54377627	48.30613535	74.48701694	55.07283776	42.49923938	49.10624968	44.91091362	72.99042851	105.9718528	41.43618363
389136	76.89970163	30.46024594	37.6886011	133.7667396	54.0086668	12.52229577	77.34300806	23.3149113	42.92783867	75.07485781	34.46759479	50.76025576	76.78972156	69.65464663	55.91295904	39.40336264	39.39059088	100.6995625
8545	219.8165478	111.7873073	113.3187469	167.7007709	96.74261191	149.8501394	159.1481127	101.4802414	123.2053223	112.8070695	96.46300019	89.22382499	51.05730539	93.07540013	88.9190953	143.1136685	110.9156112	105.724216
5627	18.32267259	17.41440387	20.48843415	29.61653181	16.11460221	18.29646549	69.16249759	24.47601246	34.92434332	82.69921328	31.86517572	33.4516496	54.31752102	21.54267421	38.87389382	63.07814809	35.00499878	31.38687664
131544	61.35319156	26.3909007	29.78411261	52.87043275	18.64453976	25.80984296	39.55040185	19.18139117	24.67744398	36.3965582	22.14947786	17.77483124	89.94702033	21.15601083	24.82512813	50.79019716	33.25076194	23.88431183
56650	176.7860289	117.292892	127.2938826	144.5226156	127.2118598	110.8918859	178.4162572	117.8285458	146.6094829	146.1427551	125.6100938	175.883412	91.57712814	148.810165	131.4603376	132.218352	118.7299389	154.938288
131566	346.6871747	149.8476539	167.8913354	220.4197125	125.0119141	284.3952507	156.984672	168.5454445	118.4153516	127.4436059	100.6847022	85.08607739	257.848125	67.33466633	82.65639252	242.5641513	164.1806207	71.65293548
11259	60.24272655	40.15486252	34.5268057	68.39828191	13.69466195	22.74883732	82.54878745	19.18139117	32.55967424	51.5896169	45.16642875	7.809270116	7.160830745	9.445634079	47.33700568	15.40089849	9.40908851	11.90774048
55773	95.94417648	59.42440907	63.80503105	105.8166111	60.71850116	57.11558239	119.2596733	65.11455308	78.64040502	95.77748725	73.38821777	80.94832979	93.78941732	76.50411228	87.5649974	115.2609797	68.0165466	86.45157249
9868	128.8139406	89.8248117	98.64801629	140.2808617	107.3023512	123.7620232	122.0315818	80.71975268	100.3468545	113.4748963	91.02683591	100.00528	169.4729943	92.13636049	88.18562561	99.61432218	77.90406334	86.38274162
55076	7.051452785	8.856810214	10.93981206	7.726051777	7.204822149	21.56617605	30.62620861	28.65597664	21.64581695	73.79485653	25.33021228	15.38542769	141.5865071	9.169445948	36.72990548	156.6304145	39.15137676	22.85184878
10342	127.6479524	112.6251137	118.3143836	118.9206009	125.3969046	143.24115	129.4008019	144.7196486	151.5813512	118.984467	143.3065435	174.3681805	128.3709902	136.9340753	134.7891616	116.6536141	164.738787	110.6800387
57092	310.4304923	163.0730259	195.2724835	255.3384367	179.7355632	176.0773922	245.2124915	151.3611473	198.0258772	250.1567723	153.6583882	179.8463252	145.0213771	198.4687909	145.5091033	162.0371129	156.8447212	207.0432564
27107	86.72731693	33.6917848	43.50630462	68.54977312	39.92901435	36.17552112	71.59636848	34.46148244	43.71606169	70.12180937	32.67481721	56.87945995	71.66652558	59.54616103	47.22416419	84.54110238	59.08588632	70.06982548
6152	109.380803	197.782147	181.3605838	117.935908	231.7642789	254.2721725	109.6594048	196.1796521	168.0734022	110.8035893	187.8368253	172.3867239	90.47098356	159.1396011	109.5126675	91.4223549	154.6120561	124.1708892
214	338.4697337	204.6042846	217.7844667	305.2547908	185.2354275	178.0948732	321.4737791	147.2740712	222.4607911	242.9219825	162.2174554	158.3416933	176.4591706	132.2941147	139.0207175	241.9087939	160.4329329	165.4005802
56987	279.3929954	93.11619387	106.3627971	226.4036153	76.06312238	88.07348028	193.5603427	87.96502392	96.587637	148.9253666	76.56895219	102.1032929	72.88910644	87.88306327	84.3490149	144.7520619	97.4398827	112.9514574
961	93.22353722	82.82314416	93.1464923	88.54661301	67.20834096	103.5872134	99.31545353	103.4308914	182.4433143	59.93745135	137.0029062	90.85561277	50.35868776	44.57676434	97.66431089	60.62055791	72.80082889	45.35954321
79413	58.91016854	51.40540523	51.97991628	27.19267243	17.70956284	90.29966619	39.00954165	102.6413426	73.78980178	22.53915301	87.67260689	17.25032802	49.60185199	9.998010341	39.72020501	79.21632364	98.23726308	4.886991757
90102	280.0592744	184.9158349	222.2742162	333.5079017	193.3202279	93.43024013	208.163568	115.5527875	144.1841813	218.323697	124.3378	225.2449925	221.7528805	393.6233242	270.0861099	188.4971672	168.5662128	507.0081871
151887	99.66423425	265.1058733	259.45693	92.18240208	119.6770458	37.35818239	45.36464896	28.37731236	50.68880385	52.20179142	48.17366856	59.32714163	33.94117337	29.99403102	55.06664785	32.03059208	29.98150237	43.63877147
80218	328.4755486	205.0231878	225.3727757	296.5440461	211.1947867	278.2732394	278.6782161	159.2566352	225.9774784	231.902841	170.2560387	210.2675118	354.8977579	229.8437626	179.30513	196.9348935	197.8300728	224.6639591
523	109.1031868	81.74596454	86.44348607	138.7659496	76.88810202	104.7698746	145.8970379	99.39025934	110.4118562	147.088843	109.1281063	111.5443508	152.8808255	90.70018221	94.89969435	193.5761869	122.9560549	97.73983514
2932	416.5909468	206.8783305	233.0243205	538.1725282	304.1424922	116.0399408	309.9805	196.5512044	186.6875922	319.4437983	182.8054818	298.5588866	283.6969774	244.702684	252.4828372	310.1478814	213.2992522	311.1155316
116064	130.9793474	53.55976447	59.12557387	135.0544149	56.8685962	48.97609014	93.77163652	39.33810732	58.87419682	88.76530631	45.57124949	67.89402751	73.93703289	74.18413198	52.97908026	73.15426785	61.71724158	86.17624901
2804	226.0351519	122.5591035	133.0483502	169.6701567	116.2121313	110.3353394	175.5767412	121.9620659	132.7246311	162.1705972	126.2462407	147.2105695	133.3195318	185.9298498	152.223172	202.2596723	148.5519652	192.0381268
1475	265.9563688	671.7411801	693.5082017	393.3469302	673.8433662	412.2618042	915.5410972	906.448454	1298.142692	1537.838062	1607.369681	1158.161381	1446.953556	1120.384772	1322.953646	1638.639216	969.5348067	1462.862476
26355	41.64243771	87.49092252	87.5184965	55.97600258	87.99782777	143.3802866	121.9639742	195.8080997	118.5972492	151.8192825	163.7789068	96.27547935	97.51537803	96.11346957	111.4309729	95.68217788	127.0226949	82.80353639
3836	112.2124888	76.77896962	81.51108525	108.5434529	75.84312781	75.82945774	105.8733834	69.89828986	78.39787485	103.0122771	69.16651573	87.70859347	131.8058602	107.4924206	81.35871537	123.2891076	101.1875705	120.9358383
83666	64.90667957	77.91599256	75.75661764	111.1188035	26.56434426	88.2821852	69.90618036	165.9445779	158.0690331	34.50438239	115.4317436	51.1682027	51.05730539	26.34834769	93.99696242	25.06741989	73.35899516	40.47255145
151636	136.3651027	129.0820245	122.6144254	174.7451122	69.29828937	117.9182852	101.952147	183.8719798	186.2631644	60.71658256	128.3860075	90.03971888	45.64301873	50.10052696	103.5884892	41.0417561	77.66484922	67.79840677
54625	127.9255686	150.7453036	136.7792687	175.8812963	49.66377405	135.6582042	101.4788943	229.6658095	282.5476387	65.61397877	184.2512702	104.4344183	75.45070443	68.21846835	152.6181173	42.92590857	116.1783217	98.56580558
201562	90.61394445	13.88364844	23.46052182	94.75775268	10.66973662	9.46129014	137.3108823	10.82146282	19.22051534	74.24007437	15.96150363	14.91920261	63.98173161	8.672307312	15.62854657	62.91430875	14.43258492	13.69734309
4638	82.00784066	53.2007046	54.00346533	184.6677866	118.9620634	43.20192042	167.6666608	62.28146625	87.79591863	201.7393325	109.3594325	84.4450179	201.2600966	84.23737994	174.1144214	46.4484545	46.48727628	130.9851453
64770	102.3848735	81.98533779	86.44348607	84.98656955	65.44838441	101.9175739	79.03319617	62.09569006	91.13070836	40.40351873	74.71834308	65.15495515	43.08142074	68.38418123	77.97347063	74.62882196	83.56546405	78.26069898
3693	78.45435264	49.61010586	47.42693091	56.50622182	51.75372246	65.81162112	46.0407242	79.51220747	54.26612374	40.01395313	44.06762958	38.69668177	25.73241617	18.22841664	35.31938684	74.38306294	60.9198612	21.54406225
57493	111.4906866	90.12402826	107.4378075	153.3848515	86.18287258	69.9161514	108.7128994	78.81554677	83.18784555	85.48182476	90.79550977	75.93641016	25.96528872	37.23016005	93.26349273	90.93083686	48.00229901	59.46987152
7707	116.2656861	56.25271352	62.98296425	103.9987166	53.40368173	50.92400281	84.30658309	45.51516549	50.20374353	76.18790241	44.5881134	65.85429277	66.48511147	74.51555773	55.51801382	80.19935972	66.02309564	79.01783855
